UserId,Balance,Payday,Rob,Roulette,Money,Who,課稅
844545646396309517,1150173312.1147337,1624189679.4943652,1623988172.20725,1621824821.446076,20000.0,火車,1.0
808228407946772520,447386.03240322194,1624193468.541096,1622272414.960241,1622272239.0,100000.0,總統,1.0
806768243209142283,82023.58982809163,1622180598.3120368,1621823748.386271,1621823998.4195845,71250.0,副總統,0.97
742036400723197993,100218.80640883425,1624187019.4218066,1622006169.4670126,1621824452.6678307,47499.0,國務總理,0.97
593064966328942602,21675.98375,1624173081.245188,1622006209.5749712,1622602133.3991747,23750.0,立法院院長,0.97
806346991730819121,1650.0971268949277,1624174062.6854513,1621818037.7807963,1622279219.3081074,1000.0,希希,0.97
834198941913710592,506.47192757000767,1621901735.970941,1621818411.6581724,1621901526.2506363,19000.0,省長,0.97
849255132519989281,0.0,0.0,0.0,0.0,20000.0,分帳,0.97
